G010Inzenjer gradjevinarstva                                                                                                                                        
II00Industrijskog inzenjerstva i menadzmenta  i menadzmenta                                                                                                         
M000MaSinski inzenjer                                                                                                                                               
A010Arhitektura                                                                     Diplomirani inzenjer arhitekture                                                
AA00Arhitektura                                                                     Diplomirani inzenjer arhitekture                                                
AAR0Arhitektura                                                                     Diplomirani inzenjer arhitekture                                                
AAS0Arhitektura                                                                     Diplomirani inzenjer arhitekture                                                
A0  Arhitektura i urbanizam                                                         Diplomirani inzenjer arhitekture i urbanizma                                    
AA01Arhitektura i urbanizam                                                         Diplomirani inzenjer arhitekture-master                                         
AA10Arhitektura i urbanizam                                                         Diplomirani inzenjer arhitekture-master                                         
EE70Elektroenergetika                                                               Diplomirani inzenjer elektotehnike i racunarstva                                
ERU0Elektrotehnika i racunarstvo                                                    Diplomirani inzenjer elektrotehnike                                             
EEP0Elektroenergetika                                                               Diplomirani inzenjer elektrotehnike i racunarstva                               
ESI0Elektroenergetika                                                               Diplomirani inzenjer elektrotehnike i racunarstva                               
ETE2Elektronika i telekomunikacije                                                  Diplomirani inzenjer elektrotehnike i racunarstva                               
EUP0Racunarstvo i upravljanje sistemima                                             Diplomirani inzenjer elektrotehnike i racunarstva                               
EE10Energetika,elektronika i telekomunikacije                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
EE20Racunarstvo i automatika                                                        Diplomirani inzenjer elektrotehnike i racunarstva                               
EE2ERacunarstvo i automatika                                                        Diplomirani inzenjer elektrotehnike i racunarstva                               
EE30Elektroenergetika                                                               Diplomirani inzenjer elektrotehnike i racunarstva                               
EE40Energetika, elektronika i telekomunikacije                                      Diplomirani inzenjer elektrotehnike i racunarstva                               
EE50Energetika, elektronika i telekomunikacije                                      Diplomirani inzenjer elektrotehnike i racunarstva                               
EE60Elektroenergetika                                                               Diplomirani inzenjer elektrotehnike i racunarstva                               
EEM0Energetika,elektronika i telekomunikacije                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
EEM1Energetika,elektronika i telekomunikacije                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
EEM2Energetika, elektronika i telekomunikacije                                      Diplomirani inzenjer elektrotehnike i racunarstva                               
EEM3Energetika,elektronika i telekomunikacije                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
EEM4Energetika,elektronika i telekomunikacije                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
EET2Energetika, elektronika i telekomunikacije                                      Diplomirani inzenjer elektrotehnike i racunarstva                               
EIN0Elektronika i telekomunikacije                                                  Diplomirani inzenjer elektrotehnike i racunarstva                               
ERI0Racunarstvo i automatika                                                        Diplomirani inzenjer elektrotehnike i racunarstva                               
ERI2Primenjene racunarske nauke i informatika                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
ERN1Racunarstvo i automatika                                                        Diplomirani inzenjer elektrotehnike i racunarstva                               
ERN2Racunarstvo i automatika                                                        Diplomirani inzenjer elektrotehnike i racunarstva                               
ERN3Racunarstvo i automatika                                                        Diplomirani inzenjer elektrotehnike i racunarstva                               
ERN4Racunarstvo i automatika                                                        Diplomirani inzenjer elektrotehnike i racunarstva                               
ERT0Racunarstvo i upravljanje sistemima                                             Diplomirani inzenjer elektrotehnike i racunarstva                               
ERT2Racunarska tehnika i racunarske komunikacije                                    Diplomirani inzenjer elektrotehnike i racunarstva                               
ERTTRacunarstvo i automatika                                                        Diplomirani inzenjer elektrotehnike i racunarstva                               
EE80Mikroracunarska elektronika                                                     Diplomirani inzenjer elektrotehnike i racunarstva                               
EE81Mikroracunarska elektronika                                                     Diplomirani inzenjer elektrotehnike i racunarstva                               
EE82Energetika,elektronika i telekomunikacije                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
EE90Komunikacione tehnologije i obrada sisgnala                                     Diplomirani inzenjer elektrotehnike i racunarstva                               
EE91Energetika, elektronika i telekomunikacije                                      Diplomirani inzenjer elektrotehnike i racunarstva                               
EE92Energetika, elektronika i telekomunikacije                                      Diplomirani inzenjer elektrotehnike i racunarstva                               
EE93Instrumentacija i merenja                                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
EEE0Energetika,elektronika i telekomunikacije                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
EEE1Energetika,elektronika i telekomunikacije                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
EEE2Elektronika i telekomunikacije                                                  Diplomirani inzenjer elektrotehnike i racunarstva                               
EEE3Energetika,elektronika i telekomunikacije                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
EEI0Energetika,elektronika i telekomunikacije                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
EEI1Energetika,elektronika i telekomunikacije                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
EEI2Energetika,elektronika i telekomunikacije                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
EEK0Energetika,elektronika i telekomunikacije                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
EEK1Energetika,elektronika i telekomunikacije                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
EEK2Energetika,elektronika i telekomunikacije                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
E010Elektrotehnika i racunarstvo                                                    Diplomirani inzenjer elektrotehnike i racunarstva                               
EAU0Racunarstvo i automatika                                                        Diplomirani inzenjer elektrotehnike i racunarstva                               
E1  Energetika, elektronika i telekomunikacije                                      Diplomirani inzenjer elektrotehnike i racunarstva                               
E2  Racunarstvo i automatika                                                        Diplomirani inzenjer elektrotehnike i racunarstva                               
E310Energetika                                                                      Diplomirani inzenjer elektrotehnike i racunarstva                               
E320Energetika                                                                      Diplomirani inzenjer elektrotehnike i racunarstva                               
E330Elektroenergetika                                                               Diplomirani inzenjer elektrotehnike i racunarstva                               
E410Elektronika i telekomunikacije                                                  Diplomirani inzenjer elektrotehnike i racunarstva                               
E420Elektronika i telekomunikacije                                                  Diplomirani inzenjer elektrotehnike i racunarstva                               
E430Elektrotehnika i racunarstvo                                                    Diplomirani inzenjer elektrotehnike i racunarstva                               
E440Elektronika i telekomunikacije                                                  Diplomirani inzenjer elektrotehnike i racunarstva                               
E450Elektronika i telekomunikacije                                                  Diplomirani inzenjer elektrotehnike i racunarstva                               
E460Elektronika i telekomunikacije                                                  Diplomirani inzenjer elektrotehnike i racunarstva                               
E510Automatika i racunarska tehnika                                                 Diplomirani inzenjer elektrotehnike i racunarstva                               
E520Elektrotehnicke struke i racunarstvo                                            Diplomirani inzenjer elektrotehnike i racunarstva                               
E530Merna tehnika                                                                   Diplomirani inzenjer elektrotehnike i racunarstva                               
E540Merna tehnika                                                                   Diplomirani inzenjer elektrotehnike i racunarstva                               
E550Racunarska tehnika i upravljanje sistemima                                      Diplomirani inzenjer elektrotehnike i racunarstva                               
E570Racunarska tehnika i upravljanje sistemima                                      Diplomirani inzenjer elektrotehnike i racunarstva                               
REE1Energetika,elektronika i telekomunikacije                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
REK1Energetika,elektronika i telekomunikacije                                       Diplomirani inzenjer elektrotehnike i racunarstva                               
REM3Energetika, elektronika i telekomunikacije                                      Diplomirani inzenjer elektrotehnike i racunarstva - Master                      
REM4Energetika, elektronika i telekomunikacije                                      Diplomirani inzenjer elektrotehnike i racunarstva - Master                      
RRE1Elektrotehnika i racunarstvo                                                    Diplomirani inzenjer elektrotehnike i racunarstva - Master                      
RRT1Elektrotehnika i racunarstvo                                                    Diplomirani inzenjer elektrotehnike i racunarstva - Master                      
OGI0Geodezija i geomatika                                                           Diplomirani inzenjer geodezije i geomatike                                      
OGI1Geodezija i geomatika                                                           Diplomirani inzenjer geodezije i geomatike                                      
OGI2Geodezija i geomatika                                                           Diplomirani inzenjer geodezije i geomatike                                      
JGI1Geodezija i geomatika                                                           Diplomirani inzenjer geodezije i geomatike                                      
JGI2Geodezija i geomatika                                                           Diplomirani inzenjer geodezije i geomatike                                      
G030Industrijska gradnja                                                            Diplomirani inzenjer gradjevinarstva                                            
GAA0Gradjevinarstvo                                                                 Diplomirani inzenjer gradjevinarstva                                            
GAA3Gradjevinarstvo                                                                 Diplomirani inzenjer gradjevinarstva                                            
GG00Gradjevinarstvo                                                                 Diplomirani inzenjer gradjevinarstva                                            
GG01Gradjevinarstvo                                                                 Diplomirani inzenjer gradjevinarstva                                            
GG02Gradjevinarstvo                                                                 Diplomirani inzenjer gradjevinarstva                                            
GG03Gradjevinarstvo                                                                 Diplomirani inzenjer gradjevinarstva                                            
GG04Gradjevinarstvo                                                                 Diplomirani inzenjer gradjevinarstva                                            
GG20Gradjevinarstvo                                                                 Diplomirani inzenjer gradjevinarstva                                            
GG30Gradjevinarstvo                                                                 Diplomirani inzenjer gradjevinarstva                                            
GG40Gradjevinarstvo                                                                 Diplomirani inzenjer gradjevinarstva                                            
GGG0Gradjevinarstvo                                                                 Diplomirani inzenjer gradjevinarstva                                            
GGM0Gradjevinarstvo                                                                 Diplomirani inzenjer gradjevinarstva                                            
